"Description","GeneRatio","p.adjust","Count","cluster","geneID"
"regulation of cell growth",0.0197160883280757,0.0020736822505044,25,"I","fkh/ey/Akt1/Sema1a/mRpL12/shot/Vang/Tor/stan/RNaseZ/Fmr1/raptor/SCCRO3/Sesn/Larp4B/srl/Liprin-alpha/bun/Myc/dar1/Hph/S6k/InR/Sema5c/btl"
"cellular response to nutrient levels",0.0197160883280757,0.00460870800268501,25,"I","hid/Itpr/Rel/Pi3K59F/Tor/raptor/rictor/RagC-D/Atg9/Lst/Sesn/Atg17/HDAC4/Atg2/Sec16/spin/Mob4/Vps15/Myc/Mitf/Lpin/Atg6/Bruce/InR/Vps16A"
"cellular response to extracellular stimulus",0.0197160883280757,0.00615067720690482,25,"I","hid/Itpr/Rel/Pi3K59F/Tor/raptor/rictor/RagC-D/Atg9/Lst/Sesn/Atg17/HDAC4/Atg2/Sec16/spin/Mob4/Vps15/Myc/Mitf/Lpin/Atg6/Bruce/InR/Vps16A"
"cytoskeleton-dependent intracellular transport",0.0197160883280757,0.0109314443601783,25,"I","Klp68D/Klp98A/jar/Arp1/Dhc62B/Apc/Khc-73/syd/htt/Kap3/Fmr1/gammaCOP/CG8134/Arp10/Golgin104/Unc-76/Liprin-alpha/Sdic3/Myo31DF/Mob4/didum/Dhc64C/d/Oseg1/Sac1"
"developmental growth involved in morphogenesis",0.0197160883280757,0.0182476619895972,25,"I","ttk/vg/C15/hep/Sema1a/shot/Shark/Vang/fz2/RhoGEF2/stan/Fmr1/Tollo/slpr/path/Toll-6/wnd/SCAR/Liprin-alpha/pan/dar1/Frl/wg/Sema5c/btl"
"positive regulation of hydrolase activity",0.0197160883280757,0.0656669746960293,25,"I","Sos/tsg/hid/RnrS/mbc/RhoGAP1A/Rich/RhoGAP15B/CG4853/GAPcenA/Als2/CG7369/CG12241/CG5916/RhoGAP92B/CG5521/Vav/Asap/CG34393/C3G/Ziz/Sec23/spg/RapGAP1/PDZ-GEF"
"cellular response to organonitrogen compound",0.0197160883280757,0.0656669746960293,25,"I","fkh/Hsp83/ImpL2/Hnf4/Akt1/Pi3K21B/Tor/Fmr1/raptor/rictor/RagC-D/Sin1/Sesn/Mkp3/srl/HDAC4/step/Mob4/Myc/nclb/Lpin/Ns3/PRAS40/S6k/InR"
"cellular response to nitrogen compound",0.0197160883280757,0.0814157051454375,25,"I","fkh/Hsp83/ImpL2/Hnf4/Akt1/Pi3K21B/Tor/Fmr1/raptor/rictor/RagC-D/Sin1/Sesn/Mkp3/srl/HDAC4/step/Mob4/Myc/nclb/Lpin/Ns3/PRAS40/S6k/InR"
"negative regulation of cell cycle process",0.019653564290473,1.46844640814601e-07,59,"II","brm/dup/mor/mus101/mus304/smo/Cdk1/B52/wapl/Dsor1/Mad/Wee1/l(2)dtl/Mtor/mof/lok/Gcn2/14-3-3epsilon/mre11/aurB/Bub3/Rad17/Mad1/Hus1-like/spidey/Aven/CG8173/Mnn1/CG5181/BuGZ/CG10336/CG15237/mms4/Mos/mad2/Cdc6/CG17816/Tctp/timeout/CG5466/CycG/mus81/armi/Chro/tefu/Rif1/pch2/Claspin/Zwilch/pds5/RfC4/asl/grp/nej/Xpd/Mi-2/CG43295/BubR1/gpp"
"protein acylation",0.019653564290473,3.88735992056634e-05,59,"II","brm/chif/E(Pc)/e(y)1/msl-3/por/msl-1/Taf1/Gug/Taf12/mof/HDAC1/dom/Gcn5/Parg/san/rasp/Tip60/Taf10b/MRG15/Dnz1/Taf10/Spt7/Ada3/Naa20A/GABPI/lid/Gas41/YL-1/Ing5/CG9246/Br140/MrgBP/CG8314/DMAP1/enok/Eaf6/Naa60/Spt20/upSET/CG13029/Hat1/Ada2b/Spt3/CG5196/CG5880/Brd8/Naa40/wds/rept/pont/Chrac-14/Sgf29/Ada1-2/Hip14/app/CoRest/nej/Caf1-55"
"DNA replication",0.019653564290473,0.00441550615760665,59,"II","chif/dup/mus101/Blm/mus312/plu/Btk29A/Cdk1/tam/Gnf1/Top1/PCNA/CycE/Dref/Mcm5/Mcm7/rnh1/Orc6/Orc4/CG14803/CG14805/kin17/SuUR/SkpA/Mcm6/ADD1/CG4325/RecQ5/Pol31/RfC38/CG4078/spidey/Caf1-180/Psf3/CG13690/Pif1/RfC3/CG6443/CG10336/RPA2/Mcm10/geminin/mms4/nopo/Ntan1/pita/Psf1/Cdc6/ssp/CG1234/timeout/Sld5/ago/Chrac-14/Rif1/RfC4/Psf2/spoon/RPA3"
"mating behavior",0.0196165849308961,0.00075015186022568,44,"III","eag/Gld/Poxn/rut/Sh/slo/ss/tipE/w/5-HT1A/5-HT7/Syn/fru/ple/bol/EbpIII/Rac2/tim/mGluR/Pdf/Oamb/Nep2/qtc/SPR/ppk23/fipi/Nlg2/Dh31/CG10433/Ktl/hdly/prt/shep/pain/fne/TfAP-2/dati/orb2/CaMKII/Pde1c/Nrg/mbl/lov/para"
"muscle cell differentiation",0.0196165849308961,0.00439497250334083,44,"III","Col4a1/Actn/if/kn/Mlc2/Mp20/slou/Prm/rt/sd/tup/Ubx/Tm2/blow/up/bt/htl/l(2)efl/Rac2/cher/Mlp84B/ara/caup/mspo/Scgdelta/kirre/CG14964/Zasp66/Whamy/rols/Pax/sals/Unc-89/tw/sls/flr/rhea/Antp/LanB1/Mhc/tn/Zasp52/br/wupA"
"neuron recognition",0.0196165849308961,0.0296326492518358,44,"III","Fas2/Fas3/Glt/if/Gli/Ptp99A/mew/fru/eIF2beta/Con/hig/Wnt4/tutl/beat-Ia/Nrx-IV/CadN/NetB/CG7179/bdl/beat-Ic/CG6867/Dscam1/Mmp2/Drl-2/wdp/Mmp1/CG12004/slow/CG6024/tey/robo3/Trim9/Pvf3/dpr12/beta-Spec/pot/mmy/Dscam3/nrm/esn/Sema2b/CG44153/Dscam2/trol"
"nucleic acid transport",0.0193204530313125,8.24403097137113e-08,58,"II","Arl1/BicD/Sap-r/e(y)2/egh/lt/ncd/sbr/U2af50/Nup214/Ref1/Mtor/Hel25E/Nup154/DCTN2-p50/Cbp80/Dbp80/mbo/Nup93-1/Nxt1/CG9915/CG18259/CG6961/tho2/CG8671/Gle1/Phax/Arc1/Nup62/Dcr-2/Rae1/thoc5/thoc7/ZC3H3/PCID2/thoc6/nxf2/Tom20/Hpr1/CG8149/CG14712/Nup93-2/CG4572/Nup133/Nup98-96/Nup358/Nup153/Snup/Bet3/Mat89Ba/RASSF8/Nup160/Vha16-1/Nxf3/sqd/Rpb4/Sem1/SF2"
"RNA transport",0.0193204530313125,8.24403097137113e-08,58,"II","Arl1/BicD/Sap-r/e(y)2/egh/lt/ncd/sbr/U2af50/Nup214/Ref1/Mtor/Hel25E/Nup154/DCTN2-p50/Cbp80/Dbp80/mbo/Nup93-1/Nxt1/CG9915/CG18259/CG6961/tho2/CG8671/Gle1/Phax/Arc1/Nup62/Dcr-2/Rae1/thoc5/thoc7/ZC3H3/PCID2/thoc6/nxf2/Tom20/Hpr1/CG8149/CG14712/Nup93-2/CG4572/Nup133/Nup98-96/Nup358/Nup153/Snup/Bet3/Mat89Ba/RASSF8/Nup160/Vha16-1/Nxf3/sqd/Rpb4/Sem1/SF2"
"RNA catabolic process",0.0193204530313125,0.00104253808029331,58,"II","aub/Mtr4/pum/spn-E/su(sable)/me31B/piwi/RNaseX25/Tis11/smg/Rga/Cbp80/rnh1/Nab2/CG1677/Upf2/Trf4-1/CG5877/CG8915/CG7206/Rcd-1/CG13690/Rat1/Wdr82/PAN2/Pym/DCP1/Upf3/Dis3l2/Tudor-SN/PAN3/CG9705/Edc3/Suv3/CG2091/Tailor/Rrp6/Dis3/Trf4-2/Smg6/Ythdf/armi/CG30105/Rpb7/CG31643/CG31759/gw/CG32533/Not1/AGO3/LSm7/Ire1/AGO1/sqd/Rpb4/Patr-1/rump/Ge-1"
"regulation of mitotic cell cycle phase transition",0.0189873417721519,3.49810138328952e-06,57,"II","bru1/brm/CycA/twe/mor/mus101/mus304/Myb/smo/Cdk1/B52/Su(H)/tws/Dsor1/CycD/CycE/Mad/Wee1/l(2)dtl/Mtor/CycB3/Lis-1/mre11/aurB/Bub3/Cdc16/Rad17/Mad1/Hus1-like/Aven/Sap30/Spindly/Mnn1/BuGZ/CG15237/Rae1/Mfap1/mad2/Cdc6/PEK/Tctp/CG13599/CycG/p115/ago/Chro/tefu/Rif1/Prp38/Claspin/APC4/Zwilch/lmgA/grp/Xpd/CG43295/BubR1"
"regulation of mRNA processing",0.0189873417721519,4.56977950281273e-05,57,"II","bru1/crn/fl(2)d/Hrb98DE/eIF4A/snf/vir/Pep/B52/Hrb27C/U2af50/Rox8/Dbp45A/Rsf1/Hel25E/Psi/U2af38/dom/qkr58E-3/qkr58E-2/Srp54/SF1/l(1)G0007/Ythdc1/Nab2/CG4119/x16/hfp/asf1/CG15747/CG6227/Tnpo-SR/Caper/Mettl14/Lsm11/Cpsf6/ZC3H3/CG10418/Srrm1/CG14641/CG2926/obe/CG5728/Saf-B/CG17454/Spf45/pea/Larp7/Rbp1/Prp19/snRNP-U1-C/sqd/l(3)72Ab/Doa/Sf3a1/HnRNP-K/SF2"
"establishment of vesicle localization",0.0189274447949527,4.09507368742364e-05,24,"I","Klp98A/jar/Khc-73/htt/Fmr1/CG8134/TBC1D23/CG9175/Golgin104/Liprin-alpha/Sec16/Myo31DF/lap/didum/Dhc64C/d/Sec23/nonC/AP-2alpha/Exo70/Sec5/Sec6/Sec8/Sec10"
"eye-antennal disc development",0.0189274447949527,5.4657892919541e-05,24,"I","Dll/eya/disco/dpp/eyg/opa/pnt/Egfr/trc/tsh/ptc/hid/oc/C15/ey/noc/babo/bab2/danr/Diap1/salm/Asx/fzr/Rabex-5"
"renal tubule development",0.0189274447949527,5.4657892919541e-05,24,"I","ac/dpp/fkh/hth/odd/pnt/raw/rib/shn/sna/sog/Egfr/tsh/sc/insc/mbc/brk/Doc2/sav/crb/trh/da/wg/cv-c"
"Malpighian tubule development",0.0189274447949527,5.4657892919541e-05,24,"I","ac/dpp/fkh/hth/odd/pnt/raw/rib/shn/sna/sog/Egfr/tsh/sc/insc/mbc/brk/Doc2/sav/crb/trh/da/wg/cv-c"
"vesicle localization",0.0189274447949527,0.000129472388345447,24,"I","Klp98A/jar/Khc-73/htt/Fmr1/CG8134/TBC1D23/CG9175/Golgin104/Liprin-alpha/Sec16/Myo31DF/lap/didum/Dhc64C/d/Sec23/nonC/AP-2alpha/Exo70/Sec5/Sec6/Sec8/Sec10"
"somatic muscle development",0.0189274447949527,0.00117314305654339,24,"I","Cf2/eya/fliI/hth/E(spl)mdelta-HLH/Poxm/skd/vg/Mef2/insc/chn/ast/org-1/Sin3A/CG13366/ths/nom/Kdm2/lmd/C3G/sing/salm/nsl1/hts"
"regulation of neuron differentiation",0.0189274447949527,0.00195690548214872,24,"I","aop/btd/hth/pnt/ttk/oc/pros/Sox14/sty/Sec71/nerfin-1/CG13001/IntS2/erm/IntS1/Alk/Socs36E/Mical/Dhc64C/S6kII/spg/PDZ-GEF/Kr-h1/InR"
"salivary gland morphogenesis",0.0189274447949527,0.0163741132416166,24,"I","eya/egl/eyg/fkh/gsb/kto/raw/rib/srp/hid/Itpr/trn/drl/fz2/drpr/gammaCOP/deltaCOP/Atg17/pan/jeb/crb/trh/bel/btsz"
"gland morphogenesis",0.0189274447949527,0.0163741132416166,24,"I","eya/egl/eyg/fkh/gsb/kto/raw/rib/srp/hid/Itpr/trn/drl/fz2/drpr/gammaCOP/deltaCOP/Atg17/pan/jeb/crb/trh/bel/btsz"
"positive regulation of cell death",0.0189274447949527,0.0270678131221384,24,"I","Abd-B/cn/ec/fkh/ft/kto/hid/ex/hep/wts/klu/Pi3K59F/Fmr1/CYLD/SCCRO3/Drak/sav/Tab2/Clbn/kibra/bel/hppy/rdx/wg"
"maintenance of location",0.0189274447949527,0.0336157287565143,24,"I","ca/ImpL2/betaCOP/Itpr/Akt1/blw/Mef2/Pi3K21B/beta'COP/alphaCOP/gammaCOP/deltaCOP/snz/THADA/Vps13/twf/Vps13B/boi/Vps13D/Invadolysin/Dhc64C/SERCA/FASN1/InR"
"negative regulation of apoptotic process",0.0189274447949527,0.0687771893101831,24,"I","eya/en/fkh/sens/pnt/Egfr/sc/Akt1/Rbf/pcm/Tor/syd/E2f2/TBPH/CG4230/CG17019/yki/CG15547/psidin/bun/Diap1/Ubr3/Bruce/Duox"
"nuclear export",0.0186542305129913,1.50877629479558e-08,56,"II","Abl/e(y)2/sbr/RanGAP/U2af50/Nup214/Ref1/cpb/Mtor/Hel25E/Ran/emb/Nup154/Cse1/Cbp80/Dbp80/Torsin/mbo/LTV1/Nup93-1/Nxt1/CG9915/CG18259/CG6961/tho2/Gle1/Phax/Nup62/Rae1/thoc5/thoc7/ZC3H3/PCID2/thoc6/nxf2/Hpr1/CG8149/CG14712/Nup93-2/Nup133/RanBP3/Nup98-96/Nup358/CG32409/Ranbp16/Nup153/Mat89Ba/aPKC/Nup160/Arp3/Nxf3/sqd/Rpb4/ebo/Sem1/SF2"
"smoothened signaling pathway",0.0186542305129913,3.71293495548223e-06,56,"II","bam/bur/Pka-C1/cos/flw/fu/Gbeta13F/dco/Pp1-13C/Pp1alpha-96A/smo/Su(dx)/Su(var)2-10/mts/Rap1/tws/Su(fu)/lwr/Gug/eff/Uch-L5/CkIalpha/Ubc4/Cul1/HDAC1/Pp4-19C/Tnpo/Roc1a/par-6/wdb/botv/Ulp1/Smurf/disp/sotv/PPP4R2r/Usp7/Hrs/Nedd8/Herc4/UbcE2M/hyx/krz/dlp/gish/Nedd4/cno/Pka-R1/Pp2A-29B/Gprk1/pic/nej/aPKC/Uba3/smt3/ttv"
"double-strand break repair",0.0186542305129913,6.87062236658326e-05,56,"II","hyd/mei-9/mu2/DNApol-zeta/Blm/mus312/spn-B/spn-D/Su(var)2-10/Parp/Mcm5/mre11/Mcm7/Pp4-19C/CG14803/Mcm6/Nipped-B/Hus1-like/Dek/CG6171/XRCC1/RecQ5/CG4078/Caf1-180/cerv/Arp8/Pif1/Nse1/CG5181/RPA2/CG8679/mms4/CG9062/rad50/CG5543/CG3448/Snm1/dgrn/Tctp/CG5316/trem/CG6985/Sld5/CycG/mus81/Ku80/tefu/SMC5/gkt/vtd/Psf2/Nup160/Gen/koi/RPA3/Sem1"
"negative regulation of gene expression, epigenetic",0.0186542305129913,9.95045676712383e-05,56,"II","aub/Cp190/e(y)2/pho/mu2/Sce/spn-E/su(Hw)/Su(var)3-7/Su(var)205/hop/piwi/lwr/HDAC1/pgc/Stat92E/JIL-1/lolal/Pp2C1/Parg/Mekk1/Bin1/SuUR/Bap60/HDAC3/Su(var)2-HP2/ADD1/MRG15/Nup93-1/Ulp1/HP1b/Usp7/Elba2/r2d2/Sfmbt/Dcr-2/Panx/upSET/Hat1/Ibf2/CG10038/HP1c/XNP/rept/Chrac-14/tefu/egg/Su(var)3-3/scny/CoRest/AGO1/psq/BubR1/Caf1-55/gpp/Top2"
"cell surface receptor signaling pathway involved in cell-cell signaling",0.0186542305129913,0.0291113133513846,56,"II","arm/dsh/flw/gro/dco/hyd/Pp1alpha-96A/Pp1-87B/mts/tws/por/gig/Eip63E/Ssdp/nmo/Rho1/Vps26/CkIalpha/Cul1/Usp47/spen/CtBP/SkpA/Roc1a/Cdc16/Axn/Apc2/Tnks/botv/Nulp1/sotv/Nek2/CycY/Gint3/Vps35/wls/Smn/Rnf146/CG11523/hyx/RanBP3/lgs/rept/pont/Prosap/dlp/pygo/CG31935/tum/gish/hpo/lic/nej/osa/ttv/RpS12"
"regulation of cellular response to stress",0.0186542305129913,0.0597859200360907,56,"II","aurA/ben/chic/crc/flw/hyd/Blm/PpV/Rac1/Cdc42/cpb/MAPk-Ak2/mof/p38a/lok/emb/Parg/Mekk1/Crk/Rtca/SkpA/Tak1/Dek/ics/CG4078/CG8173/MKP-4/Nse1/Mnn1/Dhx15/S2P/CG8405/Gbp1/CG2921/sigmar/Usp5/ntc/Uev1A/BI-1/PEK/Lkb1/PSR/p53/spas/atl/XNP/pont/armi/ago/CG32039/ALiX/alph/cno/ebi/Traf6/Ptp61F"
"negative regulation of intracellular signal transduction",0.0186542305129913,0.0597859200360907,56,"II","flw/sti/PpV/sl/Su(dx)/tor/vap/mts/Rap1/gig/poe/cpb/CkIalpha/Cul1/PTP-ER/Cbl/Mekk1/SkpA/Tsc1/wdb/ics/Smurf/RhoGAP5A/spidey/Usp7/MKP-4/Fgop2/Mnn1/Ufd4/Dlg5/Herc4/Usp5/Atg18a/Kcmf1/PSR/CG7054/Rassf/TBC1d7/Slmap/pont/krz/Prosap/armi/tefu/tum/alph/mnb/Pp2A-29B/Atg1/lic/aPKC/Sik3/Patronin/ebi/wap/Ptp61F"
"regulation of smoothened signaling pathway",0.0183211192538308,8.88410043469984e-07,55,"II","bam/bur/Pka-C1/cos/flw/fu/Gbeta13F/dco/Pp1-13C/Pp1alpha-96A/smo/Su(dx)/Su(var)2-10/mts/Rap1/tws/Su(fu)/lwr/Gug/eff/Uch-L5/CkIalpha/Ubc4/Cul1/HDAC1/Pp4-19C/Tnpo/Roc1a/par-6/wdb/botv/Ulp1/Smurf/sotv/PPP4R2r/Usp7/Hrs/Nedd8/Herc4/UbcE2M/hyx/krz/dlp/gish/Nedd4/cno/Pka-R1/Pp2A-29B/Gprk1/pic/nej/aPKC/Uba3/smt3/ttv"
"regulation of mRNA splicing, via spliceosome",0.0183211192538308,6.50327181513234e-06,55,"II","bru1/crn/fl(2)d/Hrb98DE/eIF4A/snf/vir/Pep/B52/Hrb27C/U2af50/Rox8/Dbp45A/Rsf1/Hel25E/Psi/U2af38/dom/qkr58E-3/qkr58E-2/Srp54/SF1/l(1)G0007/Ythdc1/CG4119/x16/hfp/asf1/CG15747/CG6227/Tnpo-SR/Caper/Mettl14/Lsm11/Cpsf6/CG10418/Srrm1/CG14641/CG2926/obe/CG5728/Saf-B/CG17454/Spf45/pea/Larp7/Rbp1/Prp19/snRNP-U1-C/sqd/l(3)72Ab/Doa/Sf3a1/HnRNP-K/SF2"
"gonad development",0.0181388012618297,1.82439353469056e-06,23,"I","abd-A/Abd-B/aop/eya/en/robo2/raw/rib/Egfr/ptc/hh/robo1/fz2/Tor/foi/bab2/Invadolysin/wb/salm/mid/nclb/sli/InR"
"development of primary sexual characteristics",0.0181388012618297,1.82439353469056e-06,23,"I","abd-A/Abd-B/aop/eya/en/robo2/raw/rib/Egfr/ptc/hh/robo1/fz2/Tor/foi/bab2/Invadolysin/wb/salm/mid/nclb/sli/InR"
"positive regulation of neurogenesis",0.0181388012618297,0.000239791594378102,23,"I","Ama/Hsp83/E(spl)mgamma-HLH/pros/hh/dpn/babo/klu/shot/gcm/Vang/Dap160/stan/Fmr1/lva/yki/RIOK2/bun/Mob4/Sec23/Myc/dar1/InR"
"positive regulation of locomotion",0.0181388012618297,0.000834290157297565,23,"I","Ama/aop/robo2/peb/Egfr/ttk/vn/Ten-m/robo1/hep/Akt1/Sema1a/fra/mbc/CG9784/ths/unc-5/tai/Diap1/sli/Ten-a/InR/Sema5c"
"compound eye photoreceptor fate commitment",0.0181388012618297,0.00311235914482324,23,"I","aop/dpp/hth/Jra/Sos/pnt/ttk/pros/noc/dpn/babo/msi/wts/phyl/rin/ast/gbb/Socs36E/sav/grh/kibra/spg/PDZ-GEF"
"cellular response to insulin stimulus",0.0181388012618297,0.00311235914482324,23,"I","fkh/Hsp83/ImpL2/Hnf4/Akt1/Pi3K21B/Tor/Fmr1/raptor/rictor/Sin1/Mkp3/srl/HDAC4/step/Mob4/Myc/nclb/Lpin/Ns3/PRAS40/S6k/InR"
"eye photoreceptor cell fate commitment",0.0181388012618297,0.00311235914482324,23,"I","aop/dpp/hth/Jra/Sos/pnt/ttk/pros/noc/dpn/babo/msi/wts/phyl/rin/ast/gbb/Socs36E/sav/grh/kibra/spg/PDZ-GEF"
"response to insulin",0.0181388012618297,0.0043671340595277,23,"I","fkh/Hsp83/ImpL2/Hnf4/Akt1/Pi3K21B/Tor/Fmr1/raptor/rictor/Sin1/Mkp3/srl/HDAC4/step/Mob4/Myc/nclb/Lpin/Ns3/PRAS40/S6k/InR"
"cellular response to peptide hormone stimulus",0.0181388012618297,0.0043671340595277,23,"I","fkh/Hsp83/ImpL2/Hnf4/Akt1/Pi3K21B/Tor/Fmr1/raptor/rictor/Sin1/Mkp3/srl/HDAC4/step/Mob4/Myc/nclb/Lpin/Ns3/PRAS40/S6k/InR"
"cellular response to peptide",0.0181388012618297,0.0043671340595277,23,"I","fkh/Hsp83/ImpL2/Hnf4/Akt1/Pi3K21B/Tor/Fmr1/raptor/rictor/Sin1/Mkp3/srl/HDAC4/step/Mob4/Myc/nclb/Lpin/Ns3/PRAS40/S6k/InR"
"positive regulation of cellular amide metabolic process",0.0181388012618297,0.00507451380406802,23,"I","ac/png/pnr/ush/pigeon/imd/Rel/waw/RNaseZ/Fmr1/CG3862/rswl/CNBP/CG4612/Larp4B/mTerf3/MED25/Ptip/Tab2/vvl/larp/eIF2gamma/vas"
"lipid homeostasis",0.0181388012618297,0.00507451380406802,23,"I","ptc/Itpr/hep/Akt1/Hr96/ktub/snz/CYLD/Lst/Acox57D-d/Fatp3/Ppat-Dpck/slif/Lztr1/Egm/Ppcs/Myc/hppy/Lpin/Fatp1/FASN1/S6k/InR"
"response to peptide hormone",0.0181388012618297,0.00594754119743574,23,"I","fkh/Hsp83/ImpL2/Hnf4/Akt1/Pi3K21B/Tor/Fmr1/raptor/rictor/Sin1/Mkp3/srl/HDAC4/step/Mob4/Myc/nclb/Lpin/Ns3/PRAS40/S6k/InR"
"response to peptide",0.0181388012618297,0.00594754119743574,23,"I","fkh/Hsp83/ImpL2/Hnf4/Akt1/Pi3K21B/Tor/Fmr1/raptor/rictor/Sin1/Mkp3/srl/HDAC4/step/Mob4/Myc/nclb/Lpin/Ns3/PRAS40/S6k/InR"
"chaeta development",0.0181388012618297,0.00940977073862405,23,"I","ac/emc/kto/sens/pnr/rst/skd/trc/ush/sc/Ten-m/C15/NAT1/msi/Hem/sns/WASp/twf/bchs/Diap1/Ppcs/Bx/da"
"actomyosin structure organization",0.0181388012618297,0.0481475141971795,23,"I","fliI/RhoGEF2/Ocrl/CG13366/Mhcl/seq/CG5022/kon/nesd/RhoGAP68F/SCAR/CG30183/Cog7/Mical/Lasp/Shrm/step/C3G/crb/brun/hts/CG43658/Sec8"
"positive regulation of protein modification process",0.0181388012618297,0.0656669746960293,23,"I","cort/dpp/E(z)/sna/bnl/Tor/Dap160/gbb/p38b/raptor/senju/Ncoa6/SCCRO3/Sin1/ASPP/yki/Atg17/step/Mob2/Diap1/fzr/Rabex-5/Lpt"
"heterochromatin organization",0.0179880079946702,0.000654625983966739,54,"II","aub/Cp190/e(y)2/pho/mu2/Sce/spn-E/su(Hw)/Su(var)3-7/Su(var)205/hop/piwi/lwr/Arp6/HDAC1/pgc/Stat92E/JIL-1/lolal/Parg/Mekk1/Bin1/SuUR/Bap60/HDAC3/Su(var)2-HP2/ADD1/MRG15/Ulp1/HP1b/Usp7/Elba2/r2d2/Sfmbt/Dcr-2/Panx/Hat1/Ibf2/CG10038/HP1c/XNP/rept/Chrac-14/tefu/egg/Su(var)3-3/scny/CoRest/AGO1/psq/BubR1/Caf1-55/gpp/Top2"
"Wnt signaling pathway",0.0179880079946702,0.0294065206216417,54,"II","arm/dsh/flw/gro/dco/hyd/Pp1alpha-96A/Pp1-87B/mts/tws/por/gig/Eip63E/Ssdp/nmo/Rho1/Vps26/CkIalpha/Cul1/Usp47/spen/CtBP/SkpA/Roc1a/Cdc16/Axn/Apc2/Tnks/botv/Nulp1/sotv/Nek2/CycY/Gint3/Vps35/wls/Rnf146/CG11523/hyx/RanBP3/lgs/rept/pont/Prosap/dlp/pygo/tum/gish/hpo/lic/nej/osa/ttv/RpS12"
"cell-cell adhesion via plasma-membrane adhesion molecules",0.0178332590280874,1.05357404395902e-06,40,"III","Fas2/Fas3/fw/if/mew/Con/Itgbn/tutl/beat-Ia/CadN/klg/Cad96Ca/caps/wrapper/kirre/bdl/beat-Ic/CG9095/CG13506/CG7166/beat-Vc/beat-Va/beat-Vb/Cad88C/Cad89D/beat-IIb/beat-IIa/beat-IV/Cad96Cb/beat-VI/Cad99C/Cals/beat-IIIb/beat-VII/Dscam3/Cad86C/CadN2/CG44153/Dscam2/beat-IIIa"
"regulation of neurotransmitter levels",0.0178332590280874,0.053135519125817,40,"III","Ace/ChAT/comt/w/Syt1/Rop/Syn/Rab3/CanB/SerT/Snap25/nSyb/GABA-B-R2/Syt4/gammaSnap1/Rab3-GEF/Frq1/Syx16/twit/Dyb/Syngr/DAT/unc-13-4A/olf413/ChT/KaiR1D/CDase/Syt7/cpx/Rim/Cadps/Frq2/brp/Syt12/Sytbeta/Exn/nemy/Ih/Fife/Esyt2"
"negative regulation of cell cycle phase transition",0.0176548967355097,1.69059014259358e-07,53,"II","brm/dup/mor/mus101/mus304/smo/Cdk1/B52/Dsor1/Mad/Wee1/l(2)dtl/Mtor/mof/lok/Gcn2/14-3-3epsilon/mre11/aurB/Bub3/Rad17/Mad1/Hus1-like/Aven/CG8173/Mnn1/CG5181/BuGZ/CG10336/CG15237/mms4/Mos/mad2/Cdc6/Tctp/timeout/CG5466/CycG/mus81/armi/Chro/tefu/Rif1/pch2/Claspin/Zwilch/RfC4/grp/nej/Xpd/CG43295/BubR1/gpp"
"heterochromatin formation",0.0176548967355097,0.000259937715488992,53,"II","aub/Cp190/e(y)2/pho/mu2/Sce/spn-E/su(Hw)/Su(var)3-7/Su(var)205/hop/piwi/lwr/HDAC1/pgc/Stat92E/JIL-1/lolal/Parg/Mekk1/Bin1/SuUR/Bap60/HDAC3/Su(var)2-HP2/ADD1/MRG15/Ulp1/HP1b/Usp7/Elba2/r2d2/Sfmbt/Dcr-2/Panx/Hat1/Ibf2/CG10038/HP1c/XNP/rept/Chrac-14/tefu/egg/Su(var)3-3/scny/CoRest/AGO1/psq/BubR1/Caf1-55/gpp/Top2"
"vesicle-mediated transport in synapse",0.0173874275523852,0.0637611005451745,39,"III","bw/comt/st/w/Syt1/Rop/Syn/Rab3/Snap25/nSyb/stnB/stnA/GABA-B-R2/Syt4/gammaSnap1/Syx16/VGlut/Nlg2/Syngr/VGAT/CG10339/unc-13-4A/EndoA/Nrx-1/CDase/Syt7/cpx/prt/CG31030/Nlg1/Rim/Cadps/Nlg3/Nlg4/Vmat/stj/Sytbeta/Fife/Esyt2"
"synaptic vesicle cycle",0.0173874275523852,0.0637611005451745,39,"III","bw/comt/st/w/Syt1/Rop/Syn/Rab3/Snap25/nSyb/stnB/stnA/GABA-B-R2/Syt4/gammaSnap1/Syx16/VGlut/Nlg2/Syngr/VGAT/CG10339/unc-13-4A/EndoA/Nrx-1/CDase/Syt7/cpx/prt/CG31030/Nlg1/Rim/Cadps/Nlg3/Nlg4/Vmat/stj/Sytbeta/Fife/Esyt2"
"regulation of neural precursor cell proliferation",0.0173501577287066,0.000138972427499258,22,"I","btd/E(z)/Hsp83/wor/E(spl)mdelta-HLH/E(spl)mgamma-HLH/pnt/sna/pros/hh/dpn/babo/wts/klu/Dap160/Fmr1/SoxN/erm/nub/bun/Mob4/InR"
"morphogenesis of a branching structure",0.0173501577287066,0.000253550193722603,22,"I","pnt/ttk/Ptp4E/noc/trn/shot/bnl/sty/CCT3/Tor/foi/gammaCOP/seq/CG16952/Mkp3/Hph/Bx/Nsf2/Sec5/stac/wg/btl"
"digestive tract morphogenesis",0.0173501577287066,0.00296197473562758,22,"I","ac/D/dpp/fkh/lin/odd/pnt/raw/rib/shn/sna/Egfr/hh/bowl/gbb/Inx2/Fmr1/pan/crb/trh/wg/cv-c"
